,,,DESCRIPTION,QTY,Supplier Price,MARKUP %,,CX PRICE with markup,UNIT,SUPPLIER,MATERIAL TYPE,NOTES,LINK,TIMESTAMP
,,,"5/8"" Washer Flat Galvanized",-,$0.42,30.00%,,$0.55,pcs,Fastener Plus,Fasteners,,"5/8"" Conquest USS Flat Washer - Hot Dip Galvanized",6/2/2025
,,,"3/4"" Washer Flat Galvanized",-,$0.64,30.00%,,$0.83,pcs,Fastener Plus,Fasteners,,"3/4"" Conquest USS Flat Washer - Hot Dip Galvanized",6/2/2025
,,,"7/8"" Washer Flat Galvanized",-,$0.86,30.00%,,$1.12,pcs,Fastener Plus,Fasteners,,"7/8"" Conquest USS Flat Washer - Hot Dip Galvanized",6/2/2025
,,,"1"" Washer Flat Galvanized",-,$1.03,30.00%,,$1.34,pcs,Fastener Plus,Fasteners,,"1"" Conquest USS Flat Washer - Hot Dip Galvanized",6/2/2025
,,,"1-1/4"" Washer Flat Galvanized",-,$2.14,30.00%,,$2.78,pcs,Fastener Plus,Fasteners,,"1-1/4"" Conquest USS Flat Washer - Hot Dip Galvanized",6/2/2025
,,,"1-1/2"" Washer Flat Galvanized",-,$3.16,30.00%,,$4.11,pcs,Fastener Plus,Fasteners,,"1-1/2"" Conquest USS Flat Washer - Hot Dip Galvanized",6/2/2025
,,Post Bases,ABA44Z Post Base Adjustable Zmax,-,$8.85,30.00%,,$11.51,pcs,Fastener Plus,Fasteners,,Simpson ABA44Z 4x4 Adjustable Post Base - Zmax Finish – Fasteners Plus,6/2/2025
,,,ABA46Z Post Base Adjustable Zmax,-,$21.60,30.00%,,$28.08,pcs,Fastener Plus,Fasteners,,Simpson ABA46Z 4x6 Adjustable Post Base - Zmax Finish,6/2/2025
,,,ABA66Z Post Base Adjustable Zmax,-,$24.65,30.00%,,$32.05,pcs,Fastener Plus,Fasteners,,Simpson ABA66Z 6x6 Adjustable Post Base - Zmax Finish,6/2/2025
,,,ABA44-2Z Post Base Adjustable Zmax,-,$9.62,30.00%,,$12.51,pcs,Fastener Plus,Fasteners,,Simpson ABA24-2Z Double 2x4 Adjustable Post Base - Zmax Finish,6/2/2025
,,,ABU44Z Post Base Adjustable Zmax,-,$29.80,30.00%,,$38.74,pcs,Fastener Plus,Fasteners,,Simpson ABU44Z 4x4 Adjustable Post Base - Zmax Finish,6/2/2025
,,,ABU46Z Post Base Adjustable Zmax,-,$42.00,30.00%,,$54.60,pcs,Fastener Plus,Fasteners,,Simpson ABU46Z 4x6 Adjustable Post Base - Zmax Finish,6/2/2025
,,,ABU5-5Z Post Base Adjustable Zmax,,$61.58,30.00%,,$80.05,pcs,Fastener Plus,Fasteners,,Simpson ABU5-5Z Adjustable Post Base with Uplift - ZMAX,6/2/2025
,,,ABU66Z Post Base Adjustable Zmax,-,$53.03,30.00%,,$68.94,pcs,Fastener Plus,Fasteners,,Simpson ABU66Z 6x6 Post Base - Zmax Finish,6/2/2025
,,,ABU88Z Post Base Adjustable Zmax,-,$88.75,30.00%,,$115.38,pcs,Fastener Plus,Fasteners,,Simpson ABU88Z 8x8 Adjustable Post Base - Zmax Finish,6/2/2025
,,,ABU1010Z Post Base Adjustable Zmax,-,$159.85,30.00%,,$207.81,pcs,Fastener Plus,Fasteners,,Simpson ABU1010Z 10x10 Adjustable Post Base - Zmax Finish,6/2/2025
,,,ABU1212Z Post Base Adjustable Zmax,-,$210.65,30.00%,,$273.85,pcs,Fastener Plus,Fasteners,,Simpson ABU1212Z 12x12 Adjustable Post Base - Zmax Finish,6/2/2025
,,,BC40 Post Base Half Galvanized,-,$4.62,30.00%,,$6.01,pcs,Fastener Plus,Fasteners,,Simpson BC40 4x Post Half Base - G90 Galvanized,6/2/2025
,,,BC60 Post Base Half Galvanized,-,$12.97,30.00%,,$16.86,pcs,Fastener Plus,Fasteners,,Simpson BC60 6x Post Half Base - G90 Galvanized – Fasteners Plus,6/2/2025
,,,CB66 Column Base G90 Galvanized,-,$42.95,30.00%,,$55.84,pcs,Fastener Plus,Fasteners,,Simpson CB66 6x6 Column Base,6/2/2025
,,,RPBZ Post Base Retrofit Zmax,-,$7.27,30.00%,,$9.45,pcs,Fastener Plus,Fasteners,,Simpson RPBZ Retrofit Post Base - Zmax Finish – Fasteners Plus,6/2/2025
,,,PB44R Post Base Galvanized,-,$28.98,30.00%,,$37.67,pcs,Fastener Plus,Fasteners,Cast in Place / Rough Cut Lumber,Simpson PB44R 4x4 Rough Post Base - G90 Galvanized,6/2/2025
,,,PB66R Post Base Galvanized,-,$40.17,30.00%,,$52.22,pcs,Fastener Plus,Fasteners,,Simpson PB66R 6x6 Rough Post Base - G90 Galvanized,6/2/2025
,,,PB44 Post Base Galvanized,-,$11.94,30.00%,,$15.52,pcs,Fastener Plus,Fasteners,Cast in Place,Simpson PB44 4x4 Post Base - G90 Galvanized,6/2/2025
,,,PB46 Post Base Galvanized,-,$16.19,30.00%,,$21.05,pcs,Fastener Plus,Fasteners,,Simpson PB46 4x6 Post Base - G90 Galvanized,6/2/2025
,,,PB66 Post Base Galvanized,-,$22.47,30.00%,,$29.21,pcs,Fastener Plus,Fasteners,,Simpson PB66 6x6 Post Base - G90 Galvanized,6/2/2025
,,,PBS46 Post Base Galvanized,-,$22.84,30.00%,,$29.69,pcs,Fastener Plus,Fasteners,,Simpson PBS46 4x6 Post Base Stand Off - G90 Galvanized,6/2/2025
,,,PBS66 Post Base Galvanized,-,$33.76,30.00%,,$43.89,pcs,Fastener Plus,Fasteners,,Simpson PBS66 6x6 Post Base Stand Off - G90 Galvanized,6/2/2025
,,,AC4 Post Cap Adjustable Zinc Galvanized,-,$7.24,30.00%,,$9.41,pairs,Fastener Plus,Fasteners,,Simpson AC4 Adjustable Post Cap for 4X Beam - Zinc Galvanized,6/2/2025
,,Post Caps,AC6-2s Post Cap Adjustable Galvanized,2pcs,$8.94,30.00%,,$11.62,pairs,Fastener Plus,Fasteners,,"Simpson AC6 6x Adjustable Post Cap - G90 Galvanized, Pkg 2",6/2/2025
,,,BC4 Post Cap Galvanized,-,$7.10,30.00%,,$9.23,pcs,Fastener Plus,Fasteners,,Simpson BC4 4x Post Cap - G90 Galvanized,6/2/2025
,,,BC46 Post Cap Galvanized,-,$9.72,30.00%,,$12.64,pcs,Fastener Plus,Fasteners,,Simpson BC46 4x6 Post Cap - G90 Galvanized,6/2/2025
,,,BC6 Post Cap Galvanized,-,$20.37,30.00%,,$26.48,pcs,Fastener Plus,Fasteners,,Simpson BC6 6x Post Cap - G90 Galvanized,6/2/2025
,,,BC8 Post Cap Galvanized,-,$81.45,30.00%,,$105.89,pcs,Fastener Plus,Fasteners,,Simpson BC8 8x Post Cap - G90 Galvanized,6/2/2025
,,,BCS2-3/6 Post Cap Galvanized,,$12.94,30.00%,,$16.82,pcs,Fastener Plus,Fasteners,,Simpson BCS2-3/6 2-3X6 Post Cap - G90 Galvanized – Fasteners Plus,6/2/2025
,,,LCE4 Post Cap Galvanized,2pcs,$7.51,30.00%,,$9.76,pcs,Fastener Plus,Fasteners,,Simpson LCE4 Light Post Cap for End Condition - G90 Galvanized – Fasteners Plus,6/2/2025
,,,LCE4Z Post Cap Zmax,,$7.85,30.00%,,$10.21,pcs,Fastener Plus,Fasteners,,Simpson LCE4Z Light Post Cap for End Condition - ZMAX,6/2/2025
,,,LPC6Z Post Cap Zmax,,$6.36,30.00%,,$8.27,pcs,Fastener Plus,Fasteners,,"Simpson LPC6Z 6x Adjustable Post Cap - Zmax Finish, Qty 1 – Fasteners Plus",6/2/2025
,,Column Caps,CCQ44 Column Cap Gray Paint,-,$126.50,30.00%,,$164.45,pcs,Fastener Plus,Fasteners,,Simpson CCQ44SDS2.5 Column Cap w/SDS Screws - Gray Paint,7/29/2025
,,,CCQ46 Column Cap Gray Paint,-,$132.99,30.00%,,$172.89,pcs,Fastener Plus,Fasteners,,Simpson CCQ46SDS2.5 Column Cap w/SDS Screws - Gray Paint,7/29/2025
,,,CCQ48 Column Cap Gray Paint,-,$127.99,30.00%,,$166.39,pcs,Fastener Plus,Fasteners,,Simpson CCQ48SDS2.5 Column Cap w/SDS Screws - Gray Paint,7/29/2025
,,,CCQ64 Column Cap Gray Paint,-,$126.99,30.00%,,$165.09,pcs,Fastener Plus,Fasteners,,Simpson CCQ64SDS2.5 Column Cap w/SDS Screws - Gray Paint,7/29/2025
,,,CCQ66 Column Cap Gray Paint,-,$126.99,30.00%,,$165.09,pcs,Fastener Plus,Fasteners,,Simpson CCQ66SDS2.5 Column Cap w/SDS Screws - Gray Paint,7/29/2025
,,,CCQ68 Column Cap Gray Paint,-,$126.99,30.00%,,$165.09,pcs,Fastener Plus,Fasteners,,Simpson CCQ68SDS2.5 Column Cap w/SDS Screws - Gray Paint,7/29/2025
,,,ECCQ44 Column Cap End Gray Paint,-,$126.50,30.00%,,$164.45,pcs,Fastener Plus,Fasteners,,Simpson ECCQ44SDS2.5 End Column Cap w/SDS Screws - Gray Paint - Non-Returnable,7/29/2025
,,,ECCQ46 Column Cap End Gray Paint,-,$130.25,30.00%,,$169.33,pcs,Fastener Plus,Fasteners,,Simpson ECCQ46SDS2.5 End Column Cap w/SDS Screws - Gray Paint,7/29/2025
,,,ECCQ48 Column Cap End Gray Paint,-,$126.57,30.00%,,$164.54,pcs,Fastener Plus,Fasteners,,Simpson ECCQ48SDS2.5 End Column Cap w/SDS Screws - Gray Paint - Non-Returnable,7/29/2025
,,,ECCQ48 Column Cap End Galvanized,-,$167.99,30.00%,,$218.39,pcs,Fastener Plus,Fasteners,,Simpson ECCQ48-SDS2.5HDG End Column Cap w/SDS Screws - Hot Dip Galvanized - Non-Returnable,7/29/2025
,,,ECCQ64 Column Cap End Galvanized,-,$173.75,30.00%,,$225.88,pcs,Fastener Plus,Fasteners,,Simpson ECCQ64HDG-SDS End Column Cap w/SDS Screws - Hot Dip Galvanized,7/29/2025
,,,ECCQ66 Column Cap End Gray Paint,-,$126.75,30.00%,,$164.78,pcs,Fastener Plus,Fasteners,,Simpson ECCQ66SDS2.5 End Column Cap w/SDS Screws - Gray Paint - Non-Returnable,7/29/2025
,,,ECCQ68 Column Cap End Gray Paint,-,$126.75,30.00%,,$164.78,pcs,Fastener Plus,Fasteners,,Simpson ECCQ68SDS2.5 End Column Cap w/SDS Screws - Gray Paint - Non-Returnable,7/29/2025
,,,ECCLR444 Column Cap L-Shaped Gray Paint,-,$266.25,30.00%,,$346.13,pcs,Fastener Plus,Fasteners,Same price if L or R,Simpson ECCLR444 4x4x4 End Column Cap Right Direction - Gray Paint,7/29/2025
,,,ECCLR666 Column Cap L-Shaped Gray Paint,-,$299.50,30.00%,,$389.35,pcs,Fastener Plus,Fasteners,,"Simpson ECCLR666 6x6x6 L Shaped End Column Cap - Right, Pkg 1",7/29/2025
,,,ECCLRQ444 Column Cap L-Shaped Gray Paint,-,$316.25,30.00%,,$411.13,pcs,Fastener Plus,Fasteners,L-Shaped Right,"Simpson ECCLRQ444SDS 4x4x4 End Column Cap L-Shaped Right, Quick-Install with Screws",7/29/2025
,,,ECCLRQ464 Column Cap L-Shaped Gray Paint,-,$349.50,30.00%,,$454.35,pcs,Fastener Plus,Fasteners,,"Simpson ECCLRQ464SDS 4x6x4 End Column Cap L-Shaped Right, Quick-Install with Screws",7/29/2025
,,,ECCLRQ666 Column Cap L-Shaped Gray Paint,-,$366.00,30.00%,,$475.80,pcs,Fastener Plus,Fasteners,,"Simpson ECCLRQ666SDS 6x6x6 End Column Cap L-Shaped Right, Quick-Install with Screws - Gray Paint",7/29/2025
,,,ECCLLQ444 Column Cap L-Shaped Gray Paint,-,$316.25,30.00%,,$411.13,pcs,Fastener Plus,Fasteners,L-Shaped Left,Simpson ECCLLQ444SDS End Column Cap L-Shaped Left Quick-Install with Screws - Gray Paint,7/29/2025
,,,ECCLLQ464 Column Cap L-Shaped Gray Paint,-,$349.50,30.00%,,$454.35,pcs,Fastener Plus,Fasteners,,Simpson ECCLLQ464SDS End Column Cap L-Shaped Left Quick-Install with Screws - Gray Paint,7/29/2025
,,,ECCLLQ666 Column Cap L-Shaped Gray Paint,-,$366.00,30.00%,,$475.80,pcs,Fastener Plus,Fasteners,,Simpson ECCLLQ666SDS End Column Cap L-Shaped Left Quick-Install with Screws - Gray Paint,7/29/2025
,,Threaded Rod A307,"3/8""-1' Threaded Rod A307 Galvanized",-,$3.21,30.00%,,$4.17,rods,Fastener Plus,Fasteners,,"3/8""-16 x 1' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-1.5' Threaded Rod A307 Galvanized",-,$3.81,30.00%,,$4.95,rods,Fastener Plus,Fasteners,,"3/8""-16 x 1.5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-2' Threaded Rod A307 Galvanized",-,$5.27,30.00%,,$6.85,rods,Fastener Plus,Fasteners,,"3/8""-16 x 2' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-3' Threaded Rod A307 Galvanized",-,$9.24,30.00%,,$12.01,rods,Fastener Plus,Fasteners,,"3/8""-16 x 3' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-4' Threaded Rod A307 Galvanized",-,$12.72,30.00%,,$16.54,rods,Fastener Plus,Fasteners,,"3/8""-16 x 4' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-5' Threaded Rod A307 Galvanized",-,$15.64,30.00%,,$20.33,rods,Fastener Plus,Fasteners,,"3/8""-16 x 5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-6' Threaded Rod A307 Galvanized",-,$18.56,30.00%,,$24.13,rods,Fastener Plus,Fasteners,,"3/8""-16 x 6' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-8' Threaded Rod A307 Galvanized",-,$24.40,30.00%,,$31.72,rods,Fastener Plus,Fasteners,,"3/8""-16 x 8' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-10' Threaded Rod A307 Galvanized",-,$30.24,30.00%,,$39.31,rods,Fastener Plus,Fasteners,,"3/8""-16 x 10' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/8""-12' Threaded Rod A307 Galvanized",-,$35.04,30.00%,,$45.55,rods,Fastener Plus,Fasteners,,"3/8""-16 x 12' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-1' Threaded Rod A307 Galvanized",-,$4.74,30.00%,,$6.16,rods,Fastener Plus,Fasteners,,"1/2""-13 x 1' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-1.5' Threaded Rod A307 Galvanized",-,$7.19,30.00%,,$9.35,rods,Fastener Plus,Fasteners,,"1/2""-13 x 1.5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-2' Threaded Rod A307 Galvanized",-,$10.10,30.00%,,$13.13,rods,Fastener Plus,Fasteners,,"1/2""-13 x 2' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-3' Threaded Rod A307 Galvanized",-,$18.29,30.00%,,$23.78,rods,Fastener Plus,Fasteners,,"1/2""-13 x 3' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-4' Threaded Rod A307 Galvanized",-,$17.72,30.00%,,$23.04,rods,Fastener Plus,Fasteners,,"1/2""-13 x 4' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-5' Threaded Rod A307 Galvanized",-,$21.88,30.00%,,$28.44,rods,Fastener Plus,Fasteners,,"1/2""-13 x 5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-6' Threaded Rod A307 Galvanized",-,$28.77,30.00%,,$37.40,rods,Fastener Plus,Fasteners,,"1/2""-13 x 6' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-8' Threaded Rod A307 Galvanized",-,$34.36,30.00%,,$44.67,rods,Fastener Plus,Fasteners,,"1/2""-13 x 8' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-10' Threaded Rod A307 Galvanized",-,$42.68,30.00%,,$55.48,rods,Fastener Plus,Fasteners,,"1/2""-13 x 10' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1/2""-12' Threaded Rod A307 Galvanized",-,$49.92,30.00%,,$64.90,rods,Fastener Plus,Fasteners,,"1/2""-13 x 12' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-1' Threaded Rod A307 Galvanized",-,$5.36,30.00%,,$6.97,rods,Fastener Plus,Fasteners,,"5/8""-11 x 1' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-1.5' Threaded Rod A307 Galvanized",-,$7.58,30.00%,,$9.85,rods,Fastener Plus,Fasteners,,"5/8""-11 x 1.5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-2' Threaded Rod A307 Galvanized",-,$11.15,30.00%,,$14.50,rods,Fastener Plus,Fasteners,,"5/8""-11 x 2' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-3' Threaded Rod A307 Galvanized",-,$17.84,30.00%,,$23.19,rods,Fastener Plus,Fasteners,,"5/8""-11 x 3' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-4' Threaded Rod A307 Galvanized",-,$23.68,30.00%,,$30.78,rods,Fastener Plus,Fasteners,,"5/8""-11 x 4' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-5' Threaded Rod A307 Galvanized",-,$29.32,30.00%,,$38.12,rods,Fastener Plus,Fasteners,,"5/8""-11 x 5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-6' Threaded Rod A307 Galvanized",-,$34.96,30.00%,,$45.45,rods,Fastener Plus,Fasteners,,"5/8""-11 x 6' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-8' Threaded Rod A307 Galvanized",-,$46.24,30.00%,,$60.11,rods,Fastener Plus,Fasteners,,"5/8""-11 x 8' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-10' Threaded Rod A307 Galvanized",-,$57.52,30.00%,,$74.78,rods,Fastener Plus,Fasteners,,"5/8""-11 x 10' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"5/8""-12' Threaded Rod A307 Galvanized",-,$67.68,30.00%,,$87.98,rods,Fastener Plus,Fasteners,,"5/8""-11 x 12' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-1' Threaded Rod A307 Galvanized",-,$7.64,30.00%,,$9.93,rods,Fastener Plus,Fasteners,,"3/4""-10 x 1' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-1.5' Threaded Rod A307 Galvanized",-,$10.45,30.00%,,$13.59,rods,Fastener Plus,Fasteners,,"3/4""-10 x 1.5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-2' Threaded Rod A307 Galvanized",-,$15.05,30.00%,,$19.57,rods,Fastener Plus,Fasteners,,"3/4""-10 x 2' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-3' Threaded Rod A307 Galvanized",-,$26.05,30.00%,,$33.87,rods,Fastener Plus,Fasteners,,"3/4""-10 x 3' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-4' Threaded Rod A307 Galvanized",-,$30.44,30.00%,,$39.57,rods,Fastener Plus,Fasteners,,"3/4""-10 x 4' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-5' Threaded Rod A307 Galvanized",-,$37.76,30.00%,,$49.09,rods,Fastener Plus,Fasteners,,"3/4""-10 x 5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-6' Threaded Rod A307 Galvanized",-,$45.08,30.00%,,$58.60,rods,Fastener Plus,Fasteners,,"3/4""-10 x 6' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-8' Threaded Rod A307 Galvanized",-,$59.72,30.00%,,$77.64,rods,Fastener Plus,Fasteners,,"3/4""-10 x 8' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-10' Threaded Rod A307 Galvanized",-,$74.36,30.00%,,$96.67,rods,Fastener Plus,Fasteners,,"3/4""-10 x 10' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"3/4""-12' Threaded Rod A307 Galvanized",-,$87.84,30.00%,,$114.19,rods,Fastener Plus,Fasteners,,"3/4""-10 x 12' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-1' Threaded Rod A307 Galvanized",-,$8.84,30.00%,,$11.49,rods,Fastener Plus,Fasteners,,"7/8""-9 x 1' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-1.5' Threaded Rod A307 Galvanized",-,$15.01,30.00%,,$19.51,rods,Fastener Plus,Fasteners,,"7/8""-9 x 1.5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-2' Threaded Rod A307 Galvanized",-,$19.50,30.00%,,$25.35,rods,Fastener Plus,Fasteners,,"7/8""-9 x 2' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-3' Threaded Rod A307 Galvanized",-,$28.69,30.00%,,$37.30,rods,Fastener Plus,Fasteners,,"7/8""-9 x 3' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-4' Threaded Rod A307 Galvanized",-,$37.40,30.00%,,$48.62,rods,Fastener Plus,Fasteners,,"7/8""-9 x 4' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-5' Threaded Rod A307 Galvanized",-,$46.44,30.00%,,$60.37,rods,Fastener Plus,Fasteners,,"7/8""-9 x 5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-6' Threaded Rod A307 Galvanized",-,$55.48,30.00%,,$72.12,rods,Fastener Plus,Fasteners,,"7/8""-9 x 6' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-8' Threaded Rod A307 Galvanized",-,$73.56,30.00%,,$95.63,rods,Fastener Plus,Fasteners,,"7/8""-9 x 8' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-10' Threaded Rod A307 Galvanized",-,$91.64,30.00%,,$119.13,rods,Fastener Plus,Fasteners,,"7/8""-9 x 10' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"7/8""-12' Threaded Rod A307 Galvanized",-,$108.48,30.00%,,$141.02,rods,Fastener Plus,Fasteners,,"7/8""-9 x 12' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-1' Threaded Rod A307 Galvanized",-,$12.48,30.00%,,$16.22,rods,Fastener Plus,Fasteners,,"1""-8 x 1' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-1.5' Threaded Rod A307 Galvanized",-,$17.54,30.00%,,$22.80,rods,Fastener Plus,Fasteners,,"1""-8 x 1.5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-2' Threaded Rod A307 Galvanized",-,$24.58,30.00%,,$31.95,rods,Fastener Plus,Fasteners,,"1""-8 x 2' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-3' Threaded Rod A307 Galvanized",-,$40.71,30.00%,,$52.92,rods,Fastener Plus,Fasteners,,"1""-8 x 3' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-4' Threaded Rod A307 Galvanized",-,$50.14,30.00%,,$65.18,rods,Fastener Plus,Fasteners,,"1""-8 x 4' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-5' Threaded Rod A307 Galvanized",-,$62.36,30.00%,,$81.07,rods,Fastener Plus,Fasteners,,"1""-8 x 5' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-6' Threaded Rod A307 Galvanized",-,$74.58,30.00%,,$96.95,rods,Fastener Plus,Fasteners,,"1""-8 x 6' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-8' Threaded Rod A307 Galvanized",-,$99.02,30.00%,,$128.73,rods,Fastener Plus,Fasteners,,"1""-8 x 8' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-10' Threaded Rod A307 Galvanized",-,$123.46,30.00%,,$160.50,rods,Fastener Plus,Fasteners,,"1""-8 x 10' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,,,"1""-12' Threaded Rod A307 Galvanized",-,$146.64,30.00%,,$190.63,rods,Fastener Plus,Fasteners,,"1""-8 x 12' A307 Threaded Rod - Hot Dip Galvanized",6/2/2025
,POLYVINYL CHLORIDE,VERANDA PVC Trim,"1x2""-8' PVC Trim (V)",-,$9.98,15.00%,,$11.48,pcs,Home Depot,PVC Trim ,,3/4 in. x 1-1/2 in. x 8 ft. White Cellular PVC Trim,
,,,"1x3""-8' PVC Trim (V)",-,$14.97,15.00%,,$17.22,pcs,Home Depot,PVC Trim ,,Veranda 3/4 in. x 2-1/2 in. x 8 ft. Cellular PVC Trim,
,,,"1x4""-8' PVC Trim (V)",-,$19.98,15.00%,,$22.98,pcs,Home Depot,PVC Trim ,,Veranda 3/4 in. x 3-1/2 in. x 8 ft. Cellular PVC Trim,
,,,"1x6""-8' PVC Trim (V)",-,$29.98,15.00%,,$34.48,pcs,Home Depot,PVC Trim ,,Veranda 3/4 in. x 5-1/2 in. x 8 ft. Cellular PVC TRIM,
,,,"1x8""-8' PVC Trim (V)",-,$39.98,15.00%,,$45.98,pcs,Home Depot,PVC Trim ,,Veranda 3/4 in. x 7-1/4 in. x 8 ft. High Performance White Cellular PVC Trim Board,
,,,"1x10""-8' PVC Trim (V)",-,$49.98,15.00%,,$57.48,pcs,Home Depot,PVC Trim ,,Veranda 3/4 in. x 9-1/4 in. x 8 ft. High Performance White Cellular PVC Trim Board,
,,,"1x12""-8' PVC Trim (V)",-,$119.00,15.00%,,$136.85,pcs,Home Depot,PVC Trim ,,Veranda 3/4 in. x 11-1/4 in. x 16 ft. High Performance White Cellular PVC Trim Board,
,LALLY COLUMNS,Concrete Column,"3-1/2""x10' Concrete column w/2plates",-,$94.36,15.00%,,$108.51,pcs,Concord,Lally Column,,,
,,,"3-1/2""x12' Concrete column w/2plates",-,$84.19,15.00%,,$96.82,pcs,Concord,Lally Column,,,
,,,"4""x10' Concrete column w/2plates",-,$98.98,15.00%,,$113.83,pcs,Concord,Lally Column,,,
,,,"4""x12' Concrete column w/2plates",-,$107.24,15.00%,,$123.33,pcs,Concord,Lally Column,,,
,,,"2x4""-8' Douglas Fir #2",-,$3.38,25.00%,,$4.23,pcs,Coastal Forest,DF Lumber,,,
,,,"2x4""-10' Douglas Fir #2",-,$4.23,25.00%,,$5.29,pcs,Coastal Forest,DF Lumber,,,
,,,"2x4""-12' Douglas Fir #2",-,$5.07,25.00%,,$6.34,pcs,Coastal Forest,DF Lumber,,,
,,,"2x4""-14' Douglas Fir #2",-,$5.92,25.00%,,$7.40,pcs,Coastal Forest,DF Lumber,,,
,,,"2x4""-16' Douglas Fir #2",-,$6.77,25.00%,,$8.46,pcs,Coastal Forest,DF Lumber,,,
,,,"2x4""-20' Douglas Fir #2",-,$8.52,25.00%,,$10.66,pcs,Coastal Forest,DF Lumber,,,
,,,"2x6""-8' Douglas Fir #2",-,$5.52,25.00%,,$6.90,pcs,Coastal Forest,DF Lumber,,,
,,,"2x6""-10' Douglas Fir #2",-,$6.90,25.00%,,$8.63,pcs,Coastal Forest,DF Lumber,,,
